,Date,Symbol,Company,Sector,PClose,Open,High,Low,Close,Change,Deals,Volume,Value,VWAP
15808,2025-05-21,LASACO,,,2.8,2.8,2.65,2.52,2.52,-0.28,65,2173569,5504240.82,2.53
15807,2025-05-21,JULI,,,10.3,10.3,10.3,10.3,10.3,0,14,18263,194651.9,10.66
15806,2025-05-21,JOHNHOLT,,,7.55,7.55,7.55,7.55,7.55,0,19,29151,217629.95,7.47
15805,2025-05-21,JBERGER,,,137,137,137,137,137,0,80,49601,6115803.3,123.3
15782,2025-05-21,ETERNA,,,43,43,43,43,43,0,59,17861631,768329984.05,43.02
15803,2025-05-21,JAIZBANK,,,3.25,3.25,3.39,3.37,3.38,0.13,205,3722357,12372174.21,3.32
15802,2025-05-21,INTENEGINS,,,1.74,1.74,1.74,1.74,1.74,0,16,66930,117374.85,1.75
15801,2025-05-21,INTBREW,,,9.8,9.8,9.56,9.5,9.5,-0.3,109,2733305,26185088.12,9.58
15800,2025-05-21,INFINITY,,,6.8,6.8,6.8,6.8,6.8,0,3,10267,71355.65,6.95
15799,2025-05-21,IMG,,,39.85,39.85,39.85,39.85,39.85,0,14,37285,1369152,36.72
15804,2025-05-21,JAPAULGOLD,,,2.08,2.08,2.08,2,2.01,-0.7,178,90022318,186472403.71,2.07
15797,2025-05-21,HONYFLOUR,,,18.1,18.1,18.5,18,18.15,0.05,255,3529797,64111569.65,18.16
15798,2025-05-21,IKEJAHOTEL,,,16,16,15.4,15.4,15.4,-0.6,79,734306,11430200.5,15.57
15785,2025-05-21,EUNISELL,,,11.8,11.8,12.95,12.95,12.95,1.15,30,1205855,15515227.2,12.87
15786,2025-05-21,FCMB,,,9.5,9.5,9.45,9.3,9.3,-0.2,338,5840816,54734262,9.37
15787,2025-05-21,FIDELITYBK,,,19,19,18.8,18,18.65,-0.35,1195,67688209,1255183483.1,18.54
15788,2025-05-21,FIDSON,,,27.85,27.85,27.85,27.85,27.85,0,175,499891,13736906.55,27.48
15789,2025-05-21,FIRSTHOLDCO,,,24.8,24.8,25.2,24.5,24.5,-0.3,255,4521918,112329197,24.84
15784,2025-05-21,ETRANZACT,,,6.1,6.1,6.3,6.3,6.3,0.2,37,3541522,22247173.9,6.28
15791,2025-05-21,GEREGU,,,1141.5,1141.5,1141.5,1141.5,1141.5,0,98,8278,8504817.2,1027.4
15792,2025-05-21,GREENWETF,,,505,505,525,460,525,20,2,1051,483525,460.06
15793,2025-05-21,GTCO,,,69.3,69.3,71,69.75,69.75,0.45,730,8622688,602683517.9,69.9
15794,2025-05-21,GUINEAINS,,,0.65,0.65,0.66,0.65,0.65,0,56,6114568,3984769.48,0.65
15795,2025-05-21,GUINNESS,,,86,86,86,86,86,0,57,57677,5117588.3,88.73
15796,2025-05-21,HMCALL,,,4.23,4.23,4.25,4.25,4.25,0.02,17,234520,998259,4.26
15790,2025-05-21,FTNCOCOA,,,2.25,2.25,2.25,2.2,2.2,-0.5,104,1951302,4362548.73,2.24
15961,2025-05-22,NGXGROUP,,,36,36,36,36,36,0,28,172145,6021536.25,34.98
15962,2025-05-22,NIDF,,,111.7,111.7,111.7,111.7,111.7,0,42,144549,16939499.7,117.19
15963,2025-05-22,NNFM,,,131.85,131.85,131.85,131.85,131.85,0,173,972346,116756667.15,120.08
15964,2025-05-22,NPFMCRFBK,,,2.3,2.3,2.32,2.22,2.22,-0.8,116,5298137,12074309.37,2.28
15965,2025-05-22,NSLTECH,,,0.59,0.59,0.59,0.59,0.59,0,30,734154,422674.27,0.58
15969,2025-05-22,PRESCO,,,880,880,880,880,880,0,314,178911,157986723.6,883.05
15967,2025-05-22,OKOMUOIL,,,590,590,600,600,600,10,508,963554,578415741.6,600.29
15968,2025-05-22,OMATEK,,,0.68,0.68,0.67,0.62,0.62,-0.6,33,1173797,759343.95,0.65
15970,2025-05-22,PRESTIGE,,,0.98,0.98,1.03,0.98,1.03,0.05,48,1788882,1785865.05,1
15971,2025-05-22,PZ,,,29.5,29.5,29.5,29.5,29.5,0,142,1374827,38138504.25,27.74
15972,2025-05-22,REDSTAREX,,,5.55,5.55,6.1,6.1,6.1,0.55,4,124303,758248.3,6.1
15966,2025-05-22,OANDO,,,50,50,50,50,50,0,867,1755059,84269426.95,48.02
15960,2025-05-22,NEWGOLD,,,60000,60000,68900,59000,59000,-1000,4,19,1190300,62647.37
15945,2025-05-22,MCNICHOLS,,,2.3,2.3,2.3,2.1,2.1,-0.2,67,1861012,3999686.17,2.15
15958,2025-05-22,NEM,,,14.6,14.6,14.6,14.6,14.6,0,63,124380,1807547.05,14.53
15957,2025-05-22,NEIMETH,,,3.55,3.55,3.6,3.31,3.31,-0.24,89,3329340,11295407.04,3.39
15956,2025-05-22,NCR,,,7.3,7.3,7.3,7.3,7.3,0,5,145255,1060361.5,7.3
15955,2025-05-22,NB,,,59.7,59.7,57.2,56,56.9,-2.8,638,11458169,647023584.35,56.47
15954,2025-05-22,NASCON,,,56,56,56.9,56.9,56.9,0.9,228,1964740,110933935.25,56.46
15953,2025-05-22,NAHCO,,,70.8,70.8,71,71,71,0.2,469,23829984,1677596288.65,70.4
15952,2025-05-22,MULTIVERSE,,,9,9,8.5,8.5,8.5,-0.5,63,452776,3901833.4,8.62
15951,2025-05-22,MTNN,,,275,275,275,275,275,0,970,8592975,2324016127.9,270.46
15950,2025-05-22,MRS,,,157.5,157.5,157.5,157.5,157.5,0,42,25655,3785315.6,147.55
15949,2025-05-22,MORISON,,,3.25,3.25,3.25,3.25,3.25,0,2,600,1950,3.25
15948,2025-05-22,MEYER,,,9.8,9.8,9.8,9.8,9.8,0,13,16412,156320.6,9.52
15947,2025-05-22,MERVALUE,,,130.67,130.67,130.68,130.68,130.68,0.01,1,98,12806.64,130.68
15946,2025-05-22,MECURE,,,11.1,11.1,11.1,11.1,11.1,0,11,16158,190691.15,11.8
15973,2025-05-22,REGALINS,,,0.68,0.68,0.66,0.62,0.65,-0.3,37,2106112,1344401.95,0.64
15959,2025-05-22,NESTLE,,,1590.5,1590.5,1590.5,1590.5,1590.5,0,383,49997,76255512.3,1525.2
15974,2025-05-22,ROYALEX,,,0.85,0.85,0.89,0.83,0.86,0.01,46,3593317,3112835.6,0.87
15990,2025-05-22,TRIPPLEG,,,2.2,2.2,2.3,2.3,2.3,0.1,26,735828,1681801.74,2.29
15976,2025-05-22,SCOA,,,4.47,4.47,4.47,4.47,4.47,0,45,120578,560666.28,4.65
15944,2025-05-22,MBENEFIT,,,1,1,1.08,1.06,1.06,0.06,129,3636857,3763545.42,1.03
16005,2025-05-22,WEMABANK,,,13.4,13.4,13.2,13.1,13.2,-0.2,273,4664799,61120987.1,13.1
16004,2025-05-22,WAPIC,,,1.99,1.99,1.99,1.98,1.99,0,72,884427,1766014.51,2
16003,2025-05-22,WAPCO,,,79,79,79,79,79,0,236,12684713,1002143824.35,79
16002,2025-05-22,VSPBONDETF,,,385,385,255.51,255.51,255.51,-129.49,1,1,255.51,255.51
16001,2025-05-22,VITAFOAM,,,58.8,58.8,58.8,58.8,58.8,0,145,1576332,86590090.2,54.93
16000,2025-05-22,VFDGROUP,,,16.1,16.1,16.1,16.1,16.1,0,120,681050,10376488.3,15.24
15999,2025-05-22,VERITASKAP,,,0.99,0.99,1.04,0.99,0.99,0,125,9110341,9117530.78,1
15998,2025-05-22,UPL,,,3.97,3.97,3.97,3.97,3.97,0,22,233870,1019673.2,4.36
15997,2025-05-22,UPDC,,,3.1,3.1,3.13,3.12,3.12,0.02,141,5068956,15338117.08,3.03
15996,2025-05-22,UNIVINSURE,,,0.53,0.53,0.55,0.51,0.54,0.01,85,5132751,2680650.46,0.52
15995,2025-05-22,UNIONDICON,,,7.45,7.45,7.45,7.45,7.45,0,6,125250,913250.65,7.29
15994,2025-05-22,UNILEVER,,,46.05,46.05,46.05,46.05,46.05,0,73,167863,7966197.75,47.46
15993,2025-05-22,UCAP,,,18.75,18.75,18.7,18.4,18.7,-0.5,368,6596403,122460344.95,18.56
15992,2025-05-22,UBA,,,33.9,33.9,34.4,33,33.25,-0.65,1350,60777487,2078218903.2,34.19
15991,2025-05-22,UACN,,,32.8,32.8,32.8,32.8,32.8,0,48,164922,5460789.45,33.11
15989,2025-05-22,TRANSPOWER,,,328.5,328.5,328.5,328.5,328.5,0,35,99597,29450832.9,295.7
15988,2025-05-22,TRANSEXPR,,,2.2,2.2,2.2,2.2,2.2,0,2,2915,7054.3,2.42
15987,2025-05-22,TRANSCORP,,,45,45,44.1,43,43,-2,264,1679552,73151706.9,43.55
15986,2025-05-22,TRANSCOHOT,,,153.8,153.8,153.8,153.8,153.8,0,189,43548,6100202.5,140.08
15985,2025-05-22,TOTAL,,,705,705,705,705,705,0,214,25297,16203540.9,640.53
15984,2025-05-22,TIP,,,6.16,6.16,6.2,6.2,6.2,0.04,121,1330487,8132501.65,6.11
15983,2025-05-22,TANTALIZER,,,2.6,2.6,2.75,2.41,2.61,0.01,225,43499241,111517902.35,2.56
15982,2025-05-22,SUNUASSUR,,,4.9,4.9,4.9,4.9,4.9,0,97,519937,2424382.47,4.66
15981,2025-05-22,STERLINGNG,,,6,6,6,5.95,5.95,-0.5,523,9953633,59675655.05,6
15980,2025-05-22,STANBIC,,,69.15,69.15,69.15,69.15,69.15,0,278,430811,30040960.3,69.73
15979,2025-05-22,SOVRENINS,,,0.96,0.96,1.05,0.93,1.05,0.09,47,1682996,1670003.98,0.99
15978,2025-05-22,SKYAVN,,,66.4,66.4,66.4,66.4,66.4,0,36,177598,10632793.35,59.87
15977,2025-05-22,SEPLAT,,,5588.9,5588.9,5588.9,5588.9,5588.9,0,83,6270,31538727,5030.1
15975,2025-05-22,RTBRISCOE,,,2.09,2.14,2.29,2.14,2.29,0.2,142,4720571,10442479.99,2.21
15943,2025-05-22,MAYBAKER,,,13.05,13.05,11.75,11.75,11.75,-1.3,94,1200962,14125154.15,11.76
15942,2025-05-22,MANSARD,,,9.43,9.43,8.8,8.8,8.8,-0.63,54,584964,5220805.56,8.93
15878,2025-05-22,ABBEYBDS,,,7.63,7.63,7.63,7.63,7.63,0,31,106033,728446.71,6.87
15907,2025-05-22,DANGSUGAR,,,41.45,41.45,39,39,39,-2.45,650,3217702,125885409.45,39.12
15906,2025-05-22,DANGCEM,,,440,440,440,440,440,0,644,220221,95162945.8,432.12
15905,2025-05-22,DAARCOMM,,,0.64,0.64,0.67,0.67,0.67,0.03,38,636401,417626.67,0.66
15904,2025-05-22,CWG,,,10.3,10.3,10,9.8,10,-0.3,207,5065428,49909874.85,9.85
15903,2025-05-22,CUTIX,,,3.2,3.2,3.2,2.96,3.03,-0.17,518,20287762,62878546.43,3.1
15902,2025-05-22,CUSTODIAN,,,20,20,21.8,20.1,21.8,1.8,195,38552958,797141510.9,20.68
15901,2025-05-22,CORNERST,,,3.47,3.47,3.47,3.47,3.47,0,30,405780,1401488.81,3.45
15900,2025-05-22,CONOIL,,,331.2,331.2,331.2,331.2,331.2,0,30,1442,429860.2,298.1
15899,2025-05-22,CONHALLPLC,,,3,3,3.02,2.98,3,0,33,1468385,4405696.55,3
15898,2025-05-22,CILEASING,,,4,4,4,4,4,0,39,288423,1133640.65,3.93
15897,2025-05-22,CHELLARAM,,,13.05,13.05,11.75,11.75,11.75,-1.3,26,193802,2289730,11.81
15896,2025-05-22,CHAMS,,,2.33,2.33,2.33,2.22,2.23,-0.1,306,10864703,24659107.85,2.27
15895,2025-05-22,CHAMPION,,,7.2,7.2,7.19,6.48,7.19,-0.1,295,6703147,44980502.28,6.71
15893,2025-05-22,CAP,,,42.85,42.85,42.85,42.85,42.85,0,25,157025,7227798.7,46.03
15892,2025-05-22,CADBURY,,,38.2,38.2,38.2,38.2,38.2,0,132,219763,8141469.4,37.05
15891,2025-05-22,BUAFOODS,,,418,418,418,418,418,0,100,1013536,381292243.2,376.2
15890,2025-05-22,BUACEMENT,,,83.7,83.7,83.7,83.7,83.7,0,468,553755,42224983,76.25
15889,2025-05-22,BETAGLAS,,,258.5,258.5,258.5,258.5,258.5,0,73,163106,37946610.9,232.65
15888,2025-05-22,BERGER,,,21.2,21.2,21.2,21.2,21.2,0,72,113707,2354522.75,20.71
15887,2025-05-22,AUSTINLAZ,,,2.06,2.06,2.06,2.06,2.06,0,10,63408,125737.43,1.98
15886,2025-05-22,ARADEL,,,460,460,460,460,460,0,451,406081,187253053.3,461.12
15885,2025-05-22,ALEX,,,7.15,7.15,7.15,7.15,7.15,0,6,583,3760.35,6.45
15884,2025-05-22,AIRTELAFRI,,,2156.9,2156.9,2156.9,2156.9,2156.9,0,3,106,251485,2372.5
15883,2025-05-22,AIICO,,,1.61,1.61,1.68,1.58,1.64,0.03,235,12704438,20737002.97,1.63
15882,2025-05-22,AFRIPRUD,,,16,16,16,16,16,0,110,674690,11002798.8,16.31
15881,2025-05-22,ACCESSCORP,,,21.85,21.85,22.5,21.5,21.5,-0.35,1714,27737197,600551310.45,21.65
15880,2025-05-22,ACADEMY,,,4.4,4.4,4.4,4.4,4.4,0,25,130612,568206.56,4.35
15879,2025-05-22,ABCTRANS,,,2.27,2.27,2.27,2.27,2.27,0,105,919648,1972678.88,2.15
15941,2025-05-22,LIVINGTRUST,,,4.81,4.81,4.81,4.81,4.81,0,5,19000,83714.24,4.41
15908,2025-05-22,DEAPCAP,,,1,1,1,0.98,0.98,-0.2,27,1946167,1939401.8,1
15909,2025-05-22,ELLAHLAKES,,,3.19,3.19,3.2,3.1,3.19,0,125,6014778,18948686.68,3.15
15894,2025-05-22,CAVERTON,,,4,4,3.85,3.7,3.8,-0.2,199,5760217,21741972.21,3.77
15911,2025-05-22,ETI,,,29.5,29.5,29.5,29.5,29.5,0,107,125157,3711889.8,29.66
15910,2025-05-22,ETERNA,,,43,43,43,43,43,0,93,9619999,413730360.3,43.01
15939,2025-05-22,LINKASSURE,,,1.62,1.62,1.62,1.46,1.46,-0.16,72,4879862,7491418.94,1.54
15938,2025-05-22,LEGENDINT,,,8.4,8.4,8.4,8.4,8.4,0,41,402496,3141138.14,7.8
15937,2025-05-22,LEARNAFRCA,,,4.45,4.45,4.45,4.45,4.45,0,26,114202,483173.85,4.23
15936,2025-05-22,LASACO,,,2.52,2.52,2.5,2.35,2.48,-0.4,44,4060221,9822596.59,2.42
15935,2025-05-22,JULI,,,10.3,10.3,10.3,10.3,10.3,0,10,8450,89136.7,10.55
15934,2025-05-22,JOHNHOLT,,,7.55,7.55,7.6,7.55,7.6,0.05,23,364953,2764894.9,7.58
15933,2025-05-22,JBERGER,,,137,137,137,137,137,0,60,32933,4060638.9,123.3
15932,2025-05-22,JAPAULGOLD,,,2.01,2.01,2.06,1.99,2,-0.1,168,81680012,164225524.66,2.01
15931,2025-05-22,JAIZBANK,,,3.38,3.38,3.34,3.2,3.32,-0.6,188,3805242,12457383.48,3.27
15930,2025-05-22,INTENEGINS,,,1.74,1.74,1.74,1.74,1.74,0,20,565986,987693.12,1.75
15929,2025-05-22,INTBREW,,,9.5,9.5,9.43,9.3,9.3,-0.2,106,1711442,16093043.92,9.4
15928,2025-05-22,INFINITY,,,6.8,6.8,6.8,6.8,6.8,0,7,11052,68855,6.23
15927,2025-05-22,IMG,,,39.85,39.85,39.85,39.85,39.85,0,35,67512,2459396.1,36.43
15926,2025-05-22,IKEJAHOTEL,,,15.4,15.4,15.4,15.4,15.4,0,94,494814,6964639.75,14.08
15940,2025-05-22,LIVESTOCK,,,8.9,8.9,8.9,8.9,8.9,0,126,511460,4352261.16,8.51
15916,2025-05-22,FIDSON,,,27.85,27.85,27.85,27.85,27.85,0,278,887564,23560168.8,26.54
15924,2025-05-22,HMCALL,,,4.25,4.25,4.26,4.25,4.25,0,19,1421379,6052549.67,4.26
15923,2025-05-22,GUINNESS,,,86,86,86,86,86,0,93,145506,12890156.8,88.59
15922,2025-05-22,GUINEAINS,,,0.65,0.65,0.65,0.62,0.62,-0.3,63,3682903,2335577.4,0.63
15921,2025-05-22,GTCO,,,69.75,69.75,69.9,69,69,-0.75,1070,20505304,1419741751.7,69.24
15920,2025-05-22,GREENWETF,,,525,525,472.5,472.5,472.5,-52.5,2,200,94500,472.5
15919,2025-05-22,GEREGU,,,1141.5,1141.5,1141.5,1141.5,1141.5,0,52,4317,4435285.8,1027.4
15918,2025-05-22,FTNCOCOA,,,2.2,2.2,2.15,2.06,2.15,-0.5,172,4930708,10438459.01,2.12
15917,2025-05-22,FIRSTHOLDCO,,,24.5,24.5,24.75,24.6,24.75,0.25,388,8027080,198373159.55,24.71
15925,2025-05-22,HONYFLOUR,,,18.15,18.15,19.2,18.4,18.85,0.7,539,5889047,110878983.8,18.83
15915,2025-05-22,FIDELITYBK,,,18.65,18.65,18.7,17.15,17.35,-1.3,2169,137414105,2420185429.55,17.61
15914,2025-05-22,FCMB,,,9.3,9.3,9.9,9.3,9.9,0.6,619,42041091,407566393.7,9.69
15913,2025-05-22,EUNISELL,,,12.95,12.95,12.95,12.95,12.95,0,51,190708,2683187.6,14.07
15912,2025-05-22,ETRANZACT,,,6.3,6.3,6.8,6.4,6.8,0.5,42,680047,4510053.75,6.63
16092,2025-05-23,OANDO,,,50,50,48.5,48.5,48.5,-1.5,367,2259323,109283247.8,48.37
16091,2025-05-23,NSLTECH,,,0.59,0.59,0.6,0.56,0.59,0,34,2378060,1359730.96,0.57
16101,2025-05-23,RTBRISCOE,,,2.29,2.29,2.36,2.28,2.28,-0.1,62,2051608,4739698.43,2.31
16089,2025-05-23,NNFM,,,131.85,131.85,118.7,118.7,118.7,-13.15,67,551626,65543512.75,118.82
16090,2025-05-23,NPFMCRFBK,,,2.22,2.22,2.3,2.22,2.25,0.03,64,2826015,6390425.64,2.26
16093,2025-05-23,OKOMUOIL,,,600,600,600,600,600,0,263,269903,164852433.8,610.78
16100,2025-05-23,ROYALEX,,,0.86,0.86,0.89,0.86,0.86,0,37,1611586,1410270.56,0.88
16095,2025-05-23,PRESCO,,,880,880,950,950,950,70,207,414353,387139301.4,934.32
16096,2025-05-23,PRESTIGE,,,1.03,1.03,1.03,0.97,1.03,0,55,2387447,2390830.56,1
16097,2025-05-23,PZ,,,29.5,29.5,29.5,29.5,29.5,0,45,289854,8067201.7,27.83
16098,2025-05-23,REDSTAREX,,,6.1,6.1,6.71,6.71,6.71,0.61,80,674415,4510224.56,6.69
16099,2025-05-23,REGALINS,,,0.65,0.65,0.65,0.65,0.65,0,25,460618,280783.45,0.61
16088,2025-05-23,NIDF,,,111.7,111.7,111.7,111.7,111.7,0,46,54651,6205203,113.54
16094,2025-05-23,OMATEK,,,0.62,0.62,0.65,0.65,0.65,0.03,24,723730,474329.31,0.66
16087,2025-05-23,NGXGROUP,,,36,36,36,36,36,0,38,377718,13271047.7,35.13
16080,2025-05-23,NAHCO,,,71,71,75,71,71,0,272,8133906,581607683.85,71.5
16085,2025-05-23,NESTLE,,,1590.5,1590.5,1590.5,1590.5,1590.5,0,141,61279,90325412,1474
16084,2025-05-23,NEM,,,14.6,14.6,14.6,14.6,14.6,0,42,270417,3963494.65,14.66
16083,2025-05-23,NEIMETH,,,3.31,3.31,3.32,3.02,3.07,-0.24,84,3049988,9694567.37,3.18
16082,2025-05-23,NB,,,56.9,56.9,55,54,54,-2.9,354,47530299,2572732561.75,54.13
16081,2025-05-23,NASCON,,,56.9,56.9,56.05,56.05,56.05,-0.85,117,1301895,73103667.5,56.15
16079,2025-05-23,MULTIVERSE,,,8.5,8.5,9,9,9,0.5,52,416241,3680893.1,8.84
16078,2025-05-23,MTNN,,,275,275,275,270,270,-5,618,15872998,4298197781.8,270.79
16077,2025-05-23,MRS,,,157.5,157.5,157.5,157.5,157.5,0,40,7689,1098681.5,142.89
16076,2025-05-23,MEYER,,,9.8,9.8,9.8,9.8,9.8,0,10,5536,50966.3,9.21
16075,2025-05-23,MERVALUE,,,130.68,130.68,130.68,130.68,130.68,0,2,1995,260706.6,130.68
16074,2025-05-23,MERGROWTH,,,422.99,422.99,421.99,400,421.99,-1,4,10230,4169910.57,407.62
16073,2025-05-23,MECURE,,,11.1,11.1,11.1,11.1,11.1,0,13,68181,816679.5,11.98
16072,2025-05-23,MCNICHOLS,,,2.1,2.1,2.29,2.1,2.29,0.19,45,1139660,2464377.29,2.16
16086,2025-05-23,NEWGOLD,,,59000,59000,68890,50220,58000,-1000,46,622,32980818.81,53023.82
16102,2025-05-23,SCOA,,,4.47,4.47,4.47,4.47,4.47,0,5,8032,37750.4,4.7
16071,2025-05-23,MBENEFIT,,,1.06,1.06,1.06,1.03,1.03,-0.3,53,3330321,3487687.11,1.05
16104,2025-05-23,SKYAVN,,,66.4,66.4,66.4,66.4,66.4,0,19,33609,2009818.2,59.8
16133,2025-05-23,ZENITHBANK,,,47.6,47.6,47.7,47.2,47.4,-0.2,814,11614640,551582381.55,47.49
16132,2025-05-23,WEMABANK,,,13.2,13.2,13.4,13.15,13.4,0.2,288,4361836,57557180.15,13.2
16131,2025-05-23,WAPIC,,,1.99,1.99,2,1.99,1.99,0,55,1522625,3050462.21,2
16130,2025-05-23,WAPCO,,,79,79,82.4,80,82.4,3.4,180,1086707,87354422.4,80.38
16129,2025-05-23,VSPBONDETF,,,255.51,255.51,266.14,266.14,266.14,10.63,1,2,532.28,266.14
16128,2025-05-23,VITAFOAM,,,58.8,58.8,58.8,58.8,58.8,0,63,489754,26300996.35,53.7
16127,2025-05-23,VFDGROUP,,,16.1,16.1,16.1,16.1,16.1,0,186,6752140,102713988.7,15.21
16126,2025-05-23,VETBANK,,,12.6,12.6,12,12,12,-0.6,1,5,60,12
16125,2025-05-23,VERITASKAP,,,0.99,0.99,1.01,0.98,0.98,-0.1,108,5353458,5307919.58,0.99
16124,2025-05-23,UPL,,,3.97,3.97,4.36,4.36,4.36,0.39,17,1364597,5949642.92,4.36
16123,2025-05-23,UPDC,,,3.12,3.12,3.11,3,3,-0.12,130,5495385,16754240.98,3.05
16122,2025-05-23,UNIVINSURE,,,0.54,0.54,0.55,0.53,0.54,0,51,1922172,1029447.07,0.54
16121,2025-05-23,UNIONDICON,,,7.45,7.45,7.45,7.45,7.45,0,7,37750,259675,6.88
16120,2025-05-23,UNILEVER,,,46.05,46.05,46.05,46.05,46.05,0,91,390612,18472200.55,47.29
16119,2025-05-23,UCAP,,,18.7,18.7,18.6,18.4,18.6,-0.1,240,5894067,109076803.95,18.51
16118,2025-05-23,UBA,,,33.25,33.25,34.5,33.9,34.45,1.2,767,45144548,1535237812.25,34.01
16117,2025-05-23,UACN,,,32.8,32.8,32.8,32.8,32.8,0,42,121560,4110160.8,33.81
16116,2025-05-23,TRIPPLEG,,,2.3,2.3,2.3,2.3,2.3,0,11,89353,200267.07,2.24
16115,2025-05-23,TRANSPOWER,,,328.5,328.5,328.5,328.5,328.5,0,43,59422,17571085.4,295.7
16114,2025-05-23,TRANSEXPR,,,2.2,2.2,2.2,2.2,2.2,0,3,11350,27467,2.42
16113,2025-05-23,TRANSCORP,,,43,43,43,42.55,42.55,-0.45,261,2257009,96998046.9,42.98
16112,2025-05-23,TRANSCOHOT,,,153.8,153.8,138.5,138.5,138.5,-15.3,58,255701,35474625.4,138.73
16111,2025-05-23,TOTAL,,,705,705,705,705,705,0,84,16719,10831529.2,647.86
16110,2025-05-23,TIP,,,6.2,6.2,6.2,6.2,6.2,0,83,1074819,6686808.12,6.22
16109,2025-05-23,TANTALIZER,,,2.61,2.61,2.7,2.6,2.7,0.09,150,145076256,384445433.48,2.65
16108,2025-05-23,SUNUASSUR,,,4.9,4.9,4.9,4.9,4.9,0,60,245568,1197990.7,4.88
16107,2025-05-23,STERLINGNG,,,5.95,5.95,6,5.91,5.95,0,181,5097527,30446703.54,5.97
16106,2025-05-23,STANBIC,,,69.15,69.15,69.15,69.15,69.15,0,68,263081,18566818.2,70.57
16105,2025-05-23,SOVRENINS,,,1.05,1.05,1.05,0.95,0.96,-0.9,80,14973521,14722316.2,0.98
16103,2025-05-23,SEPLAT,,,5588.9,5588.9,5588.9,5588.9,5588.9,0,141,8076,40623087.6,5030.1
16070,2025-05-23,MAYBAKER,,,11.75,11.75,11.75,11.75,11.75,0,83,1050601,12045739.2,11.47
16006,2025-05-23,ABBEYBDS,,,7.63,7.63,7.63,7.63,7.63,0,16,50092,344132.04,6.87
16068,2025-05-23,LIVINGTRUST,,,4.81,4.81,4.81,4.81,4.81,0,2,182,875.42,4.81
16034,2025-05-23,DANGSUGAR,,,39,39,39,39,39,0,243,1006107,39174390.05,38.94
16033,2025-05-23,DANGCEM,,,440,440,440,440,440,0,446,454758,194299671.5,427.26
16032,2025-05-23,DAARCOMM,,,0.67,0.67,0.69,0.65,0.69,0.02,37,3993698,2725180.99,0.68
16031,2025-05-23,CWG,,,10,10,10.2,10.2,10.2,0.2,223,6676535,62972788.95,9.43
16030,2025-05-23,CUTIX,,,3.03,3.03,3.2,3.14,3.17,0.14,355,13259731,42117882.63,3.18
16029,2025-05-23,CUSTODIAN,,,21.8,21.8,21.8,21.8,21.8,0,87,498833,10746133.85,21.54
16028,2025-05-23,CORNERST,,,3.47,3.47,3.47,3.47,3.47,0,12,153562,495021.65,3.22
16027,2025-05-23,CONOIL,,,331.2,331.2,331.2,331.2,331.2,0,32,4835,1441313.5,298.1
16026,2025-05-23,CONHALLPLC,,,3,3,3.02,3.01,3.01,0.01,39,1366048,4121662.63,3.02
16025,2025-05-23,CILEASING,,,4,4,4.1,4.1,4.1,0.1,53,1528200,6101349.3,3.99
16024,2025-05-23,CHELLARAM,,,11.75,11.75,11.75,11.75,11.75,0,27,56045,637735.35,11.38
16023,2025-05-23,CHAMS,,,2.23,2.3,2.3,2.26,2.29,0.06,212,7108809,16260072.47,2.29
16021,2025-05-23,CAVERTON,,,3.8,3.8,3.8,3.8,3.8,0,77,1213824,4528028.58,3.73
16035,2025-05-23,DEAPCAP,,,0.98,0.98,0.98,0.98,0.98,0,17,330053,323509.29,0.98
16020,2025-05-23,CAP,,,42.85,42.85,42.85,42.85,42.85,0,16,9253,422903.8,45.7
16018,2025-05-23,BUAFOODS,,,418,418,418,418,418,0,210,354729,133557434,376.51
16017,2025-05-23,BUACEMENT,,,83.7,83.7,83.7,83.7,83.7,0,197,325527,25138937,77.23
16016,2025-05-23,BETAGLAS,,,258.5,258.5,258.5,258.5,258.5,0,68,29615,6889929.75,232.65
16015,2025-05-23,BERGER,,,21.2,21.2,22.45,22.45,22.45,1.25,57,563188,11991565.35,21.29
16014,2025-05-23,AUSTINLAZ,,,2.06,2.06,2.06,2.06,2.06,0,5,69754,138004.46,1.98
16013,2025-05-23,ARADEL,,,460,460,460,460,460,0,318,465190,215247413.6,462.71
16012,2025-05-23,ALEX,,,7.15,7.15,7.15,7.15,7.15,0,8,11905,76787.25,6.45
16011,2025-05-23,AIICO,,,1.64,1.64,1.66,1.6,1.61,-0.3,162,5777253,9385811.28,1.62
16010,2025-05-23,AFRIPRUD,,,16,16,16.05,16.05,16.05,0.05,110,1344581,21768006.25,16.19
16009,2025-05-23,ACCESSCORP,,,21.5,21.5,22.1,21.5,21.6,0.1,872,26896648,584746549.55,21.74
16008,2025-05-23,ACADEMY,,,4.4,4.4,4.4,4.4,4.4,0,17,106580,462010.6,4.33
16007,2025-05-23,ABCTRANS,,,2.27,2.27,2.49,2.2,2.49,0.22,70,2278216,5375980.43,2.36
16069,2025-05-23,MANSARD,,,8.8,8.8,9.18,8.7,8.7,-0.1,96,7884895,70910115.08,8.99
16019,2025-05-23,CADBURY,,,38.2,38.2,38.2,38.2,38.2,0,99,179051,6681253.65,37.31
16036,2025-05-23,ELLAHLAKES,,,3.19,3.19,3.23,3.19,3.19,0,66,3580830,11470639.28,3.2
16022,2025-05-23,CHAMPION,,,7.19,7.19,7.74,6.48,7.45,0.26,204,7549907,51347529.18,6.8
