,Date,Symbol,Company,Sector,PClose,Open,High,Low,Close,Change,Deals,Volume,Value,VWAP
2609,2025-10-06,TANTALIZER,,,2.49,2.49,2.5,2.48,2.48,-0.1,210,10492451,25193394.4,2.4
2617,2025-10-06,UACN,,,73.7,73.7,73.7,73.7,73.7,0,272,1368837,104111297.1,76.06
2624,2025-10-06,UPL,,,5.4,5.4,5.4,5.4,5.4,0,25,87912,487368.77,5.54
2619,2025-10-06,UCAP,,,18.7,18.7,18.8,18.55,18.8,0.1,338,5000169,93553693.15,18.71
2620,2025-10-06,UNILEVER,,,74,74,74,74,74,0,161,268481,19516031.6,72.69
2621,2025-10-06,UNIONDICON,,,8.1,8.1,8.1,8.1,8.1,0,21,85146,698862,8.21
2622,2025-10-06,UNIVINSURE,,,1.15,1.15,1.18,1.12,1.16,0.01,137,7409870,8567932.21,1.16
2623,2025-10-06,UPDC,,,6.49,6.49,6.78,6.6,6.6,0.11,188,2163602,14302695.58,6.61
2625,2025-10-06,VERITASKAP,,,2.09,2.09,2.15,1.9,2.15,0.06,177,8003942,16378846.45,2.05
2626,2025-10-06,VETBANK,,,15.2,15.2,15.2,15.2,15.2,0,2,3214,48852.8,15.2
2627,2025-10-06,VFDGROUP,,,10.75,10.75,10.95,10.9,10.9,0.15,241,4961872,54148346.5,10.91
2628,2025-10-06,VITAFOAM,,,79.8,79.8,79.8,79.8,79.8,0,118,249059,19729381.05,79.22
2629,2025-10-06,VSPBONDETF,,,203.04,203.04,247.96,206,206,2.96,2,3,701.92,233.97
2630,2025-10-06,WAPCO,,,126.5,126.5,126.5,126.5,126.5,0,357,796582,101300900.5,127.17
2631,2025-10-06,WAPIC,,,3.16,3.16,3.16,3.16,3.16,0,83,426182,1303237.37,3.06
2632,2025-10-06,WEMABANK,,,18.95,18.95,19.8,18.95,19.8,0.85,537,6834962,133605161.9,19.55
2602,2025-10-06,SCOA,,,6.59,6.59,6.59,6.59,6.59,0,38,56163,385576.86,6.87
2618,2025-10-06,UBA,,,42.75,42.75,42.85,42.15,42.15,-0.6,1499,9291486,396620387.9,42.69
2601,2025-10-06,RTBRISCOE,,,3.67,3.67,3.59,3.59,3.59,-0.8,57,822393,2958461.88,3.6
2536,2025-10-06,ETERNA,,,37.05,37.05,37.5,37,37.5,0.45,157,935882,34910141.75,37.3
2599,2025-10-06,REGALINS,,,1.53,1.53,1.64,1.53,1.64,0.11,229,12721055,20080148.06,1.58
2633,2025-10-06,ZENITHBANK,,,68.15,68.15,69,68.4,69,0.85,1411,16236578,1117488354.4,68.83
2570,2025-10-06,MBENEFIT,,,3.65,3.65,3.82,3.65,3.8,0.15,178,6955636,26229089.37,3.77
2571,2025-10-06,MCNICHOLS,,,3.49,3.49,3.55,3.2,3.2,-0.29,93,2204632,7380876.24,3.35
2572,2025-10-06,MECURE,,,26.1,26.1,26.1,26.1,26.1,0,32,24606,692005.8,28.12
2573,2025-10-06,MERGROWTH,,,429,429,429,390,429,0,6,471,183729,390.08
2574,2025-10-06,MERVALUE,,,161.28,161.28,161.28,161.28,161.28,0,3,1000,161280,161.28
2575,2025-10-06,MEYER,,,16.75,16.75,16.75,16.75,16.75,0,20,10524,160304.45,15.23
2576,2025-10-06,MORISON,,,3.22,3.22,3.22,3.22,3.22,0,2,1060,3553.5,3.35
2577,2025-10-06,MTNN,,,425,425,440,440,440,15,1752,691230,308072916.6,445.69
2578,2025-10-06,MULTIVERSE,,,13.9,13.9,13.9,13.9,13.9,0,43,116822,1510787.25,12.93
2579,2025-10-06,NAHCO,,,106,106,112.5,112.5,112.5,6.5,197,997796,110206241.5,110.45
2580,2025-10-06,NASCON,,,96,96,96.2,96.2,96.2,0.2,106,689642,66480234.35,96.4
2581,2025-10-06,NB,,,76,76,76,76,76,0,472,1164652,88925228.15,76.35
2582,2025-10-06,NCR,,,16,16,16,16,16,0,20,24197,375725.2,15.53
2600,2025-10-06,ROYALEX,,,2.2,2.2,2.29,2.21,2.26,0.06,79,2677051,6001300.22,2.24
2583,2025-10-06,NEIMETH,,,6.75,6.75,6.7,6.5,6.7,-0.5,151,2100952,13786612.27,6.56
2585,2025-10-06,NESTLE,,,1870,1870,1870,1870,1870,0,219,31642,58050807.2,1834.61
2586,2025-10-06,NEWGOLD,,,51501.01,51501.01,59000,51200,57799,6297.99,6,13,680070,52313.08
2587,2025-10-06,NGXGROUP,,,60,60,60,60,60,0,121,1888899,112743770.55,59.69
2588,2025-10-06,NIDF,,,113,113,113,113,113,0,121,167793,18957922,112.98
2589,2025-10-06,NNFM,,,93.65,93.65,93.65,93.65,93.65,0,43,13486,1168961.1,86.68
2590,2025-10-06,NPFMCRFBK,,,2.99,2.99,3,2.98,2.98,-0.1,69,3326932,9945351.84,2.99
2591,2025-10-06,NSLTECH,,,0.9,0.9,0.9,0.88,0.9,0,145,6023568,5380997.27,0.89
2592,2025-10-06,OANDO,,,47,47,47,47,47,0,679,1750707,80712400.5,46.1
2593,2025-10-06,OKOMUOIL,,,1020,1020,1020,1020,1020,0,527,119192,114388589.4,959.7
2594,2025-10-06,OMATEK,,,1.22,1.22,1.34,1.27,1.34,0.12,121,4614176,6040202.63,1.31
2595,2025-10-06,PRESCO,,,1479.9,1479.9,1479.9,1479.9,1479.9,0,410,144973,205767973.7,1419.35
2596,2025-10-06,PRESTIGE,,,1.62,1.62,1.63,1.55,1.63,0.01,94,5504598,8793460.21,1.6
2597,2025-10-06,PZ,,,41.7,41.7,43,42,42,0.3,654,7428480,311616575.45,41.95
2598,2025-10-06,REDSTAREX,,,11,11,11,11,11,0,21,155564,1708172.7,10.98
2584,2025-10-06,NEM,,,27.6,27.6,29.3,27.65,29.3,1.7,101,1428425,40246213.3,28.18
2567,2025-10-06,LIVINGTRUST,,,6.09,6.09,6.6,6.2,6.6,0.51,107,2684916,15411910.1,5.74
2568,2025-10-06,MANSARD,,,14.4,14.4,15.84,15.79,15.84,1.44,123,880077,13839870.99,15.73
2550,2025-10-06,HMCALL,,,4.44,4.44,4.44,4.44,4.44,0,26,280800,1213352.26,4.32
2569,2025-10-06,MAYBAKER,,,17.3,17.3,17.3,17.3,17.3,0,137,409468,7071253.9,17.27
2537,2025-10-06,ETI,,,35.3,35.3,35.3,35.3,35.3,0,95,620807,21929128,35.32
2538,2025-10-06,ETRANZACT,,,16,16,16,16,16,0,120,711355,10515129.25,14.78
2539,2025-10-06,EUNISELL,,,39.5,39.5,39.5,39.5,39.5,0,61,268524,11355880.6,42.29
2540,2025-10-06,FCMB,,,10.7,10.7,10.65,10.4,10.65,-0.5,929,12623858,132321990.1,10.48
2542,2025-10-06,FIDSON,,,42.9,42.9,43.5,43.5,43.5,0.6,305,341452,14606848.95,42.78
2543,2025-10-06,FIRSTHOLDCO,,,30.95,30.95,31,30.95,31,0.05,452,6409749,198632596,30.99
2544,2025-10-06,FTNCOCOA,,,5.8,5.8,5.85,5.75,5.85,0.05,231,3013262,17487094.67,5.8
2545,2025-10-06,GEREGU,,,1141.5,1141.5,1141.5,1141.5,1141.5,0,80,2574,2644527.6,1027.4
2546,2025-10-06,GREENWETF,,,255.43,255.43,280.97,280.97,280.97,25.54,3,130,36526.1,280.97
2547,2025-10-06,GTCO,,,95.85,95.85,99.25,96.15,99,3.15,1430,20056563,1968052674.65,98.13
2548,2025-10-06,GUINEAINS,,,1.42,1.42,1.43,1.42,1.42,0,70,2451659,3501957.64,1.43
2549,2025-10-06,GUINNESS,,,183.75,183.75,183.75,183.75,183.75,0,154,53632,9591337.4,178.84
2551,2025-10-06,HONYFLOUR,,,21.95,21.95,22.2,22.2,22.2,0.25,496,1809756,40431492.4,22.34
2552,2025-10-06,IKEJAHOTEL,,,20,20,19.5,19.5,19.5,-0.5,69,501049,9832144,19.62
2553,2025-10-06,IMG,,,36.6,36.6,36.6,36.6,36.6,0,22,112368,3749099.8,33.36
2554,2025-10-06,INFINITY,,,7,7,7,7,7,0,7,15996,110922,6.93
2555,2025-10-06,INTBREW,,,13.5,13.5,13.5,13.2,13.5,0,239,6801438,91150026.95,13.4
2556,2025-10-06,INTENEGINS,,,2.97,2.97,2.8,2.72,2.72,-0.25,86,2118560,5852531.17,2.76
2557,2025-10-06,JAIZBANK,,,4.3,4.3,4.55,4.31,4.55,0.25,678,9152349,40805294.46,4.46
2558,2025-10-06,JAPAULGOLD,,,2.55,2.55,2.78,2.6,2.65,0.1,236,18848115,50424582.1,2.68
2559,2025-10-06,JBERGER,,,122.9,122.9,135.1,127,127,4.1,316,970345,124538849,128.34
2560,2025-10-06,JOHNHOLT,,,7.2,7.2,7.2,7.2,7.2,0,24,44818,336577.2,7.51
2561,2025-10-06,JULI,,,9.9,9.9,9.9,9.9,9.9,0,7,2280,20406,8.95
2562,2025-10-06,LASACO,,,2.95,2.95,2.95,2.9,2.9,-0.5,67,5699250,16619099.58,2.92
2563,2025-10-06,LEARNAFRCA,,,6.5,6.5,6.5,6.5,6.5,0,30,71659,488111.18,6.81
2564,2025-10-06,LEGENDINT,,,5.6,5.5,5.5,5.5,5.5,-0.1,59,817678,4447854.79,5.44
2565,2025-10-06,LINKASSURE,,,2,2,2.06,1.92,2.06,0.06,105,8534185,16961306.79,1.99
2566,2025-10-06,LIVESTOCK,,,7.9,7.9,8.15,7.4,8,0.1,178,1865954,14650725.05,7.85
2535,2025-10-06,ENAMELWA,,,42.45,42.45,42.45,42.45,42.45,0,40,53107,2318118.55,43.65
2534,2025-10-06,ELLAHLAKES,,,13.47,13.47,14.81,13.51,14.81,1.34,931,80067193,1184515445.51,14.79
2541,2025-10-06,FIDELITYBK,,,20.5,20.5,20.95,20,20.95,0.45,802,9940822,199733862.95,20.09
2532,2025-10-06,DANGSUGAR,,,61.8,61.8,64.5,63,63.5,1.7,1114,3491306,221656525.9,63.49
2503,2025-10-06,ABBEYBDS,,,6.8,6.8,6.8,6.8,6.8,0,40,61836,422412.5,6.83
2504,2025-10-06,ABCTRANS,,,4.3,4.3,4.05,4.05,4.05,-0.25,112,712603,2918216.9,4.1
2505,2025-10-06,ACADEMY,,,9.49,9.49,9.6,9.6,9.6,0.11,73,1431526,13730587,9.59
2506,2025-10-06,ACCESSCORP,,,26.5,26.5,27,25.85,26,-0.5,1750,19174195,504047889.6,26.29
2507,2025-10-06,AFRIPRUD,,,14.9,14.9,14.9,14.9,14.9,0,148,833731,12396834.2,14.87
2508,2025-10-06,AIICO,,,4.03,4.03,4.2,3.7,4,-0.3,595,17979295,71446820.18,3.97
2509,2025-10-06,AIRTELAFRI,,,2310.5,2310.5,2310.5,2310.5,2310.5,0,4,131,332936.5,2541.5
2510,2025-10-06,ARADEL,,,650.1,650.1,650,630,630,-20.1,843,1858497,1206663576.7,649.27
2511,2025-10-06,AUSTINLAZ,,,3.19,3.19,3.49,3.49,3.49,0.3,121,1918537,5688887.3,2.97
2533,2025-10-06,DEAPCAP,,,1.64,1.64,1.71,1.63,1.64,0,53,1466170,2419493.66,1.65
2513,2025-10-06,BETAGLAS,,,486,486,486,486,486,0,270,35421,15493145.4,437.4
2514,2025-10-06,BUACEMENT,,,160,160,160,160,160,0,632,395267,62774788.6,158.82
2515,2025-10-06,BUAFOODS,,,629.7,629.7,629.7,629.7,629.7,0,659,91023,53610096.2,588.97
2516,2025-10-06,CADBURY,,,67.9,67.9,72.95,66.55,66.55,-1.35,462,2050880,139864573.6,68.2
2517,2025-10-06,CAP,,,71,71,71,71,71,0,27,36590,2525135.8,69.01
2512,2025-10-06,BERGER,,,39.7,39.7,37.2,37,37,-2.7,105,1353331,50386088.75,37.23
2531,2025-10-06,DANGCEM,,,525.1,525.1,525.1,525.1,525.1,0,935,459902,244374052.9,531.36
2519,2025-10-06,CHAMPION,,,15.85,15.85,16.2,15.7,16.05,0.2,204,3327446,53103428.95,15.96
2520,2025-10-06,CHAMS,,,3.85,3.85,4.23,3.94,4.23,0.38,466,30212717,127255678.15,4.21
2521,2025-10-06,CHELLARAM,,,16.25,16.25,16.25,16.25,16.25,0,35,36597,625833.05,17.1
2522,2025-10-06,CILEASING,,,6.2,6.2,6,6,6,-0.2,99,1310428,7859417.05,6
2523,2025-10-06,CNIF,,,100,100,100,100,100,0,8,461,50710,110
2524,2025-10-06,CONHALLPLC,,,4,4,4,3.9,3.99,-0.1,79,1428882,5654696.86,3.96
2525,2025-10-06,CONOIL,,,211.1,211.1,211.1,211.1,211.1,0,129,133772,25630569.3,191.6
2526,2025-10-06,CORNERST,,,6.05,6.05,6.05,6.05,6.05,0,46,335125,2121909.78,6.33
2527,2025-10-06,CUSTODIAN,,,41.9,41.9,41.5,40.25,41.5,-0.4,235,21826364,903739588.9,41.41
2528,2025-10-06,CUTIX,,,3.51,3.51,3.76,3.6,3.7,0.19,314,5428210,20112441.35,3.71
2529,2025-10-06,CWG,,,16.9,16.9,17.9,16.9,17.9,1,160,2776093,47816948.7,17.22
2530,2025-10-06,DAARCOMM,,,1.03,1.03,1.13,1.12,1.13,0.1,138,2362442,2640295.76,1.12
2518,2025-10-06,CAVERTON,,,6.77,6.77,6.73,6.51,6.72,-0.5,144,2915530,19425676.63,6.66
2654,2025-10-08,CILEASING,,,6.05,6.05,6.05,6.05,6.05,0,42,284575,1745720.54,6.13
2653,2025-10-08,CHELLARAM,,,16.25,16.25,16.25,16.25,16.25,0,24,34699,598368,17.24
2651,2025-10-08,CHAMPION,,,16.1,16.1,16.8,16.8,16.8,0.7,141,839006,13742303,16.38
2655,2025-10-08,CNIF,,,100,100,100,100,100,0,5,628,69080,110
2652,2025-10-08,CHAMS,,,4.62,4.62,4.62,4.25,4.33,-0.29,856,24464867,106699130.83,4.36
2656,2025-10-08,CONHALLPLC,,,4.37,4.37,4.37,4.2,4.26,-0.11,100,83544886,351031535.65,4.2
2663,2025-10-08,DANGCEM,,,530,530,530,530,530,0,829,482675,254252498.9,526.76
2658,2025-10-08,CORNERST,,,6.65,6.65,6.7,6.7,6.7,0.05,103,982977,6539953.94,6.65
2659,2025-10-08,CUSTODIAN,,,40.7,40.7,40.65,40,40.65,-0.5,145,1684583,67671547.6,40.17
2660,2025-10-08,CUTIX,,,3.83,3.83,3.95,3.86,3.95,0.12,265,7795501,30382581.37,3.9
2661,2025-10-08,CWG,,,17.55,17.55,17.65,17,17.65,0.1,124,3000020,51506444.2,17.17
2662,2025-10-08,DAARCOMM,,,1.1,1.1,1.06,1.06,1.06,-0.4,70,970182,1035963.42,1.07
2650,2025-10-08,CAVERTON,,,6.7,6.7,6.35,6.3,6.3,-0.4,80,836584,5348734.94,6.39
2657,2025-10-08,CONOIL,,,211.1,211.1,211.1,211.1,211.1,0,66,40242,8057046.7,200.21
2649,2025-10-08,CAP,,,70,70,70,70,70,0,14,5363,355408.15,66.27
2762,2025-10-08,WAPCO,,,129,129,128.9,128.75,128.75,-0.25,282,10797956,1390119002.85,128.74
2647,2025-10-08,BUAFOODS,,,629.7,629.7,629.7,629.7,629.7,0,418,64145,38159458.6,594.89
2664,2025-10-08,DANGSUGAR,,,63.9,63.9,60.25,60,60,-3.9,806,3895926,235677073.2,60.49
2634,2025-10-08,ABBEYBDS,,,6.8,6.8,6.8,6.8,6.8,0,31,58924,405664.2,6.88
2635,2025-10-08,ABCTRANS,,,4.05,4.05,4.05,4.05,4.05,0,69,190248,771816.03,4.06
2636,2025-10-08,ACADEMY,,,9.6,9.6,9.35,9.35,9.35,-0.25,46,326312,3058855.51,9.37
2637,2025-10-08,ACCESSCORP,,,26,26,26.5,26,26.2,0.2,1053,15113675,394124312.9,26.08
2638,2025-10-08,AFRIPRUD,,,14.9,14.9,14.9,14.9,14.9,0,105,681413,10151459,14.9
2648,2025-10-08,CADBURY,,,69.9,69.9,69.9,69.9,69.9,0,296,1052519,72864805.85,69.23
2639,2025-10-08,AIICO,,,3.9,3.9,3.97,3.9,3.94,0.04,440,6115129,24023248.16,3.93
2641,2025-10-08,ALEX,,,7.15,7.15,7.15,7.15,7.15,0,12,505,3558.85,7.05
2642,2025-10-08,ARADEL,,,620,620,629.8,629.8,629.8,9.8,492,2074841,1305879484.1,629.39
2643,2025-10-08,AUSTINLAZ,,,3.15,3.15,3.15,3.15,3.15,0,44,158571,482284.78,3.04
2644,2025-10-08,BERGER,,,38.85,38.85,38.85,38.85,38.85,0,54,318564,12358268.05,38.79
2645,2025-10-08,BETAGLAS,,,486,486,486,486,486,0,158,22575,9874305,437.4
2646,2025-10-08,BUACEMENT,,,160,160,160,160,160,0,372,281950,44574269,158.09
2640,2025-10-08,AIRTELAFRI,,,2310.5,2310.5,2310.5,2310.5,2310.5,0,1,40,101660,2541.5
2763,2025-10-08,WAPIC,,,3.01,3.01,3.16,3.05,3.07,0.06,89,3065019,9423473.89,3.07
2764,2025-10-08,WEMABANK,,,20,20,20,19.75,19.85,-0.15,435,13490565,267258008.3,19.81
2667,2025-10-08,ENAMELWA,,,42.45,42.45,42.45,42.45,42.45,0,36,1209,53829.2,44.52
2736,2025-10-08,SKYAVN,,,90.05,90.05,90.05,90.05,90.05,0,9,10514,935236,88.95
2735,2025-10-08,SEPLAT,,,5917.2,5917.2,5917.2,5917.2,5917.2,0,141,22142,132858913.1,6000.31
2734,2025-10-08,SCOA,,,6.59,6.59,6.59,6.59,6.59,0,37,40319,255482.2,6.34
2733,2025-10-08,RTBRISCOE,,,3.59,3.59,3.5,3.5,3.5,-0.9,37,885115,3114331,3.52
2732,2025-10-08,ROYALEX,,,2.16,2.16,2.16,2.05,2.11,-0.5,87,3294047,6848513.58,2.08
2731,2025-10-08,REGALINS,,,1.63,1.63,1.68,1.6,1.63,0,94,4283668,7038733.82,1.64
2730,2025-10-08,REDSTAREX,,,11,11,11,11,11,0,14,46820,516271.3,11.03
2729,2025-10-08,PZ,,,40.2,40.2,39,39,39,-1.2,238,1645369,63986118.85,38.89
2728,2025-10-08,PRESTIGE,,,1.62,1.62,1.7,1.7,1.7,0.08,77,1007744,1704486.93,1.69
2737,2025-10-08,SOVRENINS,,,3.09,3.09,3.24,3.11,3.19,0.1,107,16062204,51241828.34,3.19
2727,2025-10-08,PRESCO,,,1479.9,1479.9,1479.9,1479.9,1479.9,0,292,143311,201737678.7,1407.69
2725,2025-10-08,OKOMUOIL,,,1020,1020,1020,1020,1020,0,335,84228,80776599.4,959.02
2724,2025-10-08,OANDO,,,45.25,45.25,45.15,44.95,44.95,-0.3,558,2488938,112085894.8,45.03
2723,2025-10-08,NSLTECH,,,0.89,0.89,0.91,0.84,0.91,0.02,120,5414916,4796891.07,0.89
2722,2025-10-08,NPFMCRFBK,,,2.99,2.99,3,3,3,0.01,50,569188,1705146.25,3
2721,2025-10-08,NNFM,,,93.65,93.65,93.65,93.65,93.65,0,47,23749,2017531.35,84.95
2720,2025-10-08,NIDF,,,113,113,113,113,113,0,61,102443,11576003,113
2719,2025-10-08,NGXGROUP,,,60,60,60,60,60,0,84,2783568,167065230.05,60.02
2718,2025-10-08,NEWGOLD,,,51433,51433,57433,53000,57000,5567,6,33,1845431,55922.15
2717,2025-10-08,NESTLE,,,1870,1870,1870,1870,1870,0,152,37152,67850911.1,1826.31
2726,2025-10-08,OMATEK,,,1.33,1.33,1.33,1.33,1.33,0,55,612180,798962.11,1.31
2738,2025-10-08,STANBIC,,,108,108,108,108,108,0,235,430414,46158366.6,107.24
2739,2025-10-08,STERLINGNG,,,8.05,8.05,8.5,8,8,-0.5,1173,8963077,74375642.3,8.3
2740,2025-10-08,SUNUASSUR,,,5.8,5.8,5.3,5.25,5.25,-0.55,51,1194940,6441439.74,5.39
2761,2025-10-08,VSPBONDETF,,,220,220,203.1,203.1,203.1,-16.9,1,10,2031,203.1
2760,2025-10-08,VITAFOAM,,,79.8,79.8,81.45,81,81,1.2,159,1824065,146952314.25,80.56
2759,2025-10-08,VFDGROUP,,,11.9,11.9,11.9,11,11.55,-0.35,407,9468960,109133670.6,11.53
2758,2025-10-08,VERITASKAP,,,2.1,2.1,2.1,2.01,2.1,0,106,9261310,19349748.2,2.09
2757,2025-10-08,UPL,,,5.4,5.4,5.4,5.4,5.4,0,24,153637,801973.9,5.22
2756,2025-10-08,UPDC,,,6.69,6.69,6.45,6.16,6.45,-0.24,157,2806710,17846879,6.36
2755,2025-10-08,UNIVINSURE,,,1.12,1.12,1.12,1.08,1.08,-0.4,176,15160960,16763129.41,1.11
2754,2025-10-08,UNIONDICON,,,8.1,8.1,8.1,8.1,8.1,0,14,68184,546611.4,8.02
2753,2025-10-08,UNILEVER,,,74,74,74,74,74,0,81,276224,20439440.35,74
2752,2025-10-08,UCAP,,,19.1,19.1,19.55,19.1,19.55,0.45,249,6544587,126951546.05,19.4
2751,2025-10-08,UBA,,,42.45,42.45,42.5,42.25,42.4,-0.5,923,9752727,413427502.7,42.39
2750,2025-10-08,UACN,,,72.7,72.7,72.7,72.7,72.7,0,99,141516,10021794.9,70.82
2749,2025-10-08,TRIPPLEG,,,6.05,6.05,6.05,6.05,6.05,0,12,8859,49654.2,5.6
2748,2025-10-08,TRANSPOWER,,,314,314,314,314,314,0,56,106777,30175180.2,282.6
2747,2025-10-08,TRANSEXPR,,,2.15,2.15,2.15,2.15,2.15,0,8,58985,115673.3,1.96
2746,2025-10-08,TRANSCORP,,,49.5,49.5,49,49,49,-0.5,212,1970537,95241836.4,48.33
2745,2025-10-08,TRANSCOHOT,,,164.6,164.6,164.6,164.6,164.6,0,54,12012,1839917.1,153.17
2744,2025-10-08,TOTAL,,,640,640,640,640,640,0,61,12363,7121088,576
2743,2025-10-08,TIP,,,14,14,13.9,13.9,13.9,-0.1,116,1401736,19516009.53,13.92
2742,2025-10-08,THOMASWY,,,3,3,3.01,3.01,3.01,0.01,28,557687,1686531.05,3.02
2741,2025-10-08,TANTALIZER,,,2.32,2.32,2.39,2.27,2.39,0.07,117,4781623,11113644.72,2.32
2716,2025-10-08,NEM,,,29.3,29.3,29,27.7,27.7,-1.6,89,3553078,99482231.65,28
2666,2025-10-08,ELLAHLAKES,,,14.7,14.7,14.7,13.65,13.9,-0.8,771,21367048,300230833.13,14.05
2715,2025-10-08,NEIMETH,,,6.4,6.4,6.5,6.39,6.4,0,96,984545,6297548.02,6.4
2713,2025-10-08,NB,,,77,77,77.85,77,77,0,299,2160167,168058781.05,77.8
2687,2025-10-08,INTBREW,,,13.5,13.5,13.7,13.7,13.7,0.2,91,1944103,26487903.3,13.62
2686,2025-10-08,INFINITY,,,7,7,7,7,7,0,9,25733,162117.9,6.3
2685,2025-10-08,IMG,,,36.6,36.6,35,32.95,32.95,-3.65,24,999894,33215275.5,33.22
2684,2025-10-08,IKEJAHOTEL,,,19.6,19.6,19.6,19.6,19.6,0,40,78425,1537095.65,19.6
2683,2025-10-08,HONYFLOUR,,,23,23,23,23,23,0,354,1310724,29940936.65,22.84
2682,2025-10-08,HMCALL,,,4.44,4.44,4.2,4.2,4.2,-0.24,19,5069792,21288648.24,4.2
2681,2025-10-08,GUINNESS,,,183.75,183.75,183.75,183.75,183.75,0,88,38723,6819041.45,176.1
2680,2025-10-08,GUINEAINS,,,1.45,1.45,1.46,1.42,1.42,-0.3,73,1397951,2021138.99,1.45
2679,2025-10-08,GTCO,,,94,94,95.5,94,94,0,928,19031717,1795957853.7,94.37
2688,2025-10-08,INTENEGINS,,,2.96,2.96,2.9,2.87,2.9,-0.6,110,3392409,9823475.07,2.9
2678,2025-10-08,GREENWETF,,,280.97,280.97,309.06,309.05,309.05,28.08,5,624,192847.4,309.05
2676,2025-10-08,FTNCOCOA,,,5.51,5.51,6,5.86,6,0.49,176,1352636,7981805.04,5.9
2675,2025-10-08,FIRSTHOLDCO,,,31,31,31.1,31,31,0,341,36538494,1132924975.6,31.01
2674,2025-10-08,FIDSON,,,43.5,43.5,43.5,43.5,43.5,0,198,413443,16522834.7,39.96
2673,2025-10-08,FIDELITYBK,,,20.05,20.05,21,20,21,0.95,512,18602247,376351863.4,20.23
2672,2025-10-08,FCMB,,,10.7,10.7,10.75,10.4,10.4,-0.3,787,6516887,68661831.85,10.54
2671,2025-10-08,EUNISELL,,,39.5,39.5,40,40,40,0.5,45,239889,9643357.9,40.2
2670,2025-10-08,ETRANZACT,,,16,16,16,16,16,0,56,194048,2837376.9,14.62
2669,2025-10-08,ETI,,,35.5,35.5,35.5,35.5,35.5,0,88,637688,22585466.4,35.42
2668,2025-10-08,ETERNA,,,38.8,38.8,41.5,39,41.5,2.7,211,988570,39764381.65,40.22
2677,2025-10-08,GEREGU,,,1141.5,1141.5,1141.5,1141.5,1141.5,0,52,3194,3281515.6,1027.4
2689,2025-10-08,JAIZBANK,,,4.65,4.65,4.68,4.3,4.3,-0.35,595,28728222,125557891.34,4.37
2690,2025-10-08,JAPAULGOLD,,,2.68,2.68,2.73,2.56,2.65,-0.3,248,20450620,54109493.38,2.65
2691,2025-10-08,JBERGER,,,127,127,127,127,127,0,159,555296,71016290,127.89
2712,2025-10-08,NASCON,,,97.9,97.9,101,100,101,3.1,119,1249591,124846017.3,99.91
2711,2025-10-08,NAHCO,,,107,107,111,111,111,4,168,478811,52470652.7,109.59
2710,2025-10-08,MULTIVERSE,,,13.9,13.9,13.9,13.9,13.9,0,29,113481,1472764.65,12.98
2709,2025-10-08,MTNN,,,450,450,470.9,470.9,470.9,20.9,1355,1493422,701512302.3,469.73
2708,2025-10-08,MORISON,,,3.22,3.22,3.22,3.22,3.22,0,2,3164,10188.08,3.22
2707,2025-10-08,MEYER,,,16.75,16.75,16.75,16.75,16.75,0,23,31923,485551.9,15.21
2706,2025-10-08,MERVALUE,,,161.28,161.28,177.4,177.4,177.4,16.12,1,10,1774,177.4
2705,2025-10-08,MERGROWTH,,,427,427,427,427,427,0,1,28,11956,427
2704,2025-10-08,MECURE,,,26.1,26.1,26.1,26.1,26.1,0,91,714653,18584455.45,26
2703,2025-10-08,MCNICHOLS,,,3.21,3.21,3.34,3.34,3.34,0.13,42,918936,3033687.23,3.3
2702,2025-10-08,MBENEFIT,,,3.85,3.85,3.7,3.68,3.68,-0.17,138,6942945,25699991.39,3.7
2701,2025-10-08,MAYBAKER,,,17.3,17.3,17.3,17.3,17.3,0,83,583274,9521366.8,16.32
2700,2025-10-08,MANSARD,,,17,17,17,16.55,17,0,134,2154844,36190108.31,16.79
2699,2025-10-08,LIVINGTRUST,,,5.94,5.94,5.9,5.35,5.35,-0.59,73,1964097,10582947.09,5.39
2698,2025-10-08,LIVESTOCK,,,7.4,7.4,7.95,7.5,7.95,0.55,191,1430750,11170487.75,7.81
2697,2025-10-08,LINKASSURE,,,2.04,2.04,2.01,1.93,2.01,-0.3,34,975703,1922919.31,1.97
2696,2025-10-08,LEGENDINT,,,5.6,5.6,5.62,5.62,5.62,0.02,37,1333153,7314372.45,5.49
2695,2025-10-08,LEARNAFRCA,,,6.5,6.5,6.5,6.5,6.5,0,22,110210,728436.82,6.61
2694,2025-10-08,LASACO,,,2.95,2.95,3,2.96,3,0.05,62,8231325,24615117.2,2.99
2693,2025-10-08,JULI,,,8.95,8.95,8.95,8.95,8.95,0,20,48901,428793.25,8.77
2692,2025-10-08,JOHNHOLT,,,7.2,7.2,7.2,7.2,7.2,0,25,183670,1250283.5,6.81
2714,2025-10-08,NCR,,,16,16,16,16,16,0,18,65298,1122872,17.2
2665,2025-10-08,DEAPCAP,,,1.65,1.65,1.65,1.65,1.65,0,35,275052,475285.72,1.73
2767,2025-10-09,ACADEMY,,,9.35,9.35,9.35,9.35,9.35,0,38,131957,1238889.28,9.39
2769,2025-10-09,AFRIPRUD,,,14.9,14.9,14.9,14.9,14.9,0,95,1016500,15197349.7,14.95
2860,2025-10-09,REGALINS,,,1.63,1.63,1.73,1.52,1.7,0.07,145,10783354,17776672.34,1.65
2859,2025-10-09,REDSTAREX,,,11,11,11,11,11,0,18,114733,1213725.25,10.58
